1624763

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.71
2                       9.84
4                      10.09
8                      10.02
16                      9.98
32                     10.67
64                     10.60
128                    11.48
256                    11.72
512                    12.62
1024                   13.55
2048                   17.84
4096                   22.97
8192                   31.37
16384                  49.86
32768                 117.63
65536                 190.29
131072                373.06
262144                729.01
