1622850

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.68
2                      10.30
4                      10.91
8                      11.06
16                     10.56
32                     10.81
64                     10.25
128                    11.13
256                    10.58
512                    11.95
1024                   13.40
2048                   17.71
4096                   21.73
8192                   30.93
16384                  49.57
32768                 116.87
65536                 189.53
131072                373.64
262144                724.04
