1621872

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.14
2                       9.88
4                       9.64
8                      10.00
16                      8.95
32                     10.14
64                     10.49
128                    10.51
256                    10.47
512                    11.34
1024                   13.61
2048                   18.39
4096                   22.44
8192                   31.05
16384                  49.59
32768                 118.28
65536                 189.58
131072                373.69
262144                722.98
