1628661

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.54
2                      10.37
4                      10.29
8                      10.02
16                      9.36
32                     10.26
64                     10.32
128                    10.03
256                    10.48
512                    12.23
1024                   14.04
2048                   17.69
4096                   23.01
8192                   30.65
16384                  49.41
32768                 115.78
65536                 186.81
131072                371.37
262144                721.72
