1622296

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.60
2                       9.28
4                       9.16
8                       9.80
16                      9.21
32                      9.82
64                     10.99
128                    10.88
256                    11.20
512                    12.27
1024                   14.87
2048                   17.70
4096                   22.67
8192                   30.38
16384                  49.01
32768                 117.60
65536                 189.48
131072                370.99
262144                723.47
