1626639

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      12.33
2                      10.56
4                      10.66
8                      10.99
16                      9.97
32                     11.11
64                     11.07
128                    11.48
256                    11.86
512                    11.68
1024                   13.47
2048                   18.63
4096                   22.51
8192                   31.43
16384                  48.85
32768                 117.68
65536                 188.25
131072                369.93
262144                726.14
