1623923

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.11
2                      10.13
4                      10.19
8                      10.66
16                      9.81
32                     10.29
64                     10.52
128                    10.67
256                    10.73
512                    11.74
1024                   13.60
2048                   18.00
4096                   22.81
8192                   30.80
16384                  48.74
32768                 117.71
65536                 188.89
131072                374.90
262144                722.94
