1629075

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      12.01
2                      10.71
4                      10.45
8                      10.60
16                     10.13
32                     10.59
64                     10.94
128                    10.48
256                    11.72
512                    12.06
1024                   13.66
2048                   17.63
4096                   22.45
8192                   30.50
16384                  49.72
32768                 118.55
65536                 189.18
131072                372.42
262144                727.50
