1625188

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.10
2                      10.68
4                       9.49
8                       9.81
16                     10.30
32                     12.01
64                     10.17
128                    10.33
256                    12.53
512                    12.31
1024                   13.53
2048                   18.00
4096                   23.42
8192                   30.87
16384                  49.96
32768                 118.64
65536                 187.66
131072                371.11
262144                731.86
