1631273

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.71
2                      10.82
4                       9.50
8                       9.49
16                      9.47
32                     10.89
64                     10.96
128                    10.42
256                    11.37
512                    12.64
1024                   13.28
2048                   17.09
4096                   23.04
8192                   30.31
16384                  48.96
32768                 118.26
65536                 186.45
131072                372.34
262144                717.40
