1631698

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.14
2                      10.64
4                      10.06
8                       9.68
16                      8.91
32                      9.98
64                     10.08
128                    10.29
256                    10.10
512                    10.98
1024                   12.99
2048                   17.00
4096                   21.58
8192                   30.84
16384                  49.64
32768                 117.07
65536                 186.98
131072                372.26
262144                717.07
