1621030

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.56
2                       9.77
4                       9.45
8                       9.61
16                      9.79
32                      9.59
64                      9.77
128                     9.69
256                     9.79
512                    11.25
1024                   13.05
2048                   17.42
4096                   22.68
8192                   31.25
16384                  48.87
32768                 117.68
65536                 190.67
131072                377.18
262144                727.85
