1619064

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.56
2                      10.14
4                       9.77
8                      10.39
16                      9.53
32                     11.27
64                     10.84
128                    10.08
256                    11.25
512                    11.09
1024                   13.10
2048                   17.72
4096                   22.14
8192                   31.65
16384                  49.66
32768                 114.46
65536                 183.66
131072                370.37
262144                731.00
