1623512

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.68
2                      10.06
4                      10.97
8                       9.78
16                     10.46
32                      9.99
64                     10.71
128                    10.57
256                    11.23
512                    11.81
1024                   14.21
2048                   18.70
4096                   22.05
8192                   31.17
16384                  49.59
32768                 119.01
65536                 185.71
131072                372.01
262144                724.53
