1642963

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.42              8.62              7.73             50.84
2                      12.76              9.13              8.17             55.50
4                      11.56              8.05              7.24             51.55
8                      11.09              7.65              6.93             50.23
16                     11.59              7.82              7.02             46.20
32                     12.36              8.59              7.72             51.22
64                     12.11              8.57              7.72             54.05
128                    12.00              8.51              7.67             54.53
256                    12.17              8.81              8.00             57.91
512                    12.10              8.54              7.69             53.68
1024                   11.52              8.40              7.55             58.70
2048                   13.52              9.65              8.71             55.52
4096                   16.25             11.35             10.42             53.05
8192                   23.18             16.37             15.08             54.88
16384                  32.71             20.89             19.38             39.02
32768                 108.32             62.16             58.34             20.86
65536                 143.75             82.11             77.05             20.01
131072                200.01            113.23            106.58             18.58
262144                326.77            184.87            174.26             18.57
