1639873

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.40              9.25              8.41             50.66
2                      12.80              8.93              8.06             51.96
4                      12.51              8.40              7.52             45.26
8                      11.49              7.97              7.06             50.25
16                     11.97              8.42              7.59             53.24
32                     11.77              8.21              7.39             51.83
64                     11.57              8.03              7.25             51.11
128                    11.49              8.07              7.21             52.46
256                    12.29              8.44              7.62             49.49
512                    11.86              8.18              7.31             49.60
1024                   12.93              9.15              8.28             54.31
2048                   13.64              9.76              8.86             56.22
4096                   16.83             11.64             10.62             51.17
8192                   21.85             15.60             14.38             56.50
16384                  32.19             21.06             19.41             42.65
32768                 107.56             61.79             57.97             21.05
65536                 141.77             80.20             75.44             18.39
131072                209.82            116.76            109.88             15.30
262144                322.11            181.17            170.82             17.49
