1643177

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.79              9.17              8.35             56.59
2                      11.79              8.20              7.37             51.27
4                      13.48              9.53              8.68             54.49
8                      11.06              7.92              7.06             55.53
16                     10.37              7.31              6.58             53.57
32                     12.07              8.32              7.48             49.89
64                     11.67              8.41              7.54             56.77
128                    13.15              9.03              8.15             49.50
256                    11.77              8.23              7.41             52.23
512                    12.32              8.49              7.64             50.00
1024                   13.35              9.19              8.34             50.19
2048                   14.57             10.26              9.30             53.64
4096                   17.28             12.56             11.46             58.82
8192                   22.11             15.29             14.11             51.68
16384                  35.86             20.62             19.10             20.20
32768                 106.90             61.73             57.68             21.67
65536                 140.26             78.87             74.12             17.17
131072                203.12            113.74            107.06             16.51
262144                331.22            187.46            176.65             18.62
