1642833

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.10              9.10              8.20             51.34
2                      12.31              8.69              7.91             54.17
4                      11.68              7.92              7.06             46.67
8                      12.02              8.18              7.34             47.68
16                     11.85              8.16              7.35             49.81
32                     11.81              8.21              7.44             51.52
64                     12.17              8.47              7.64             51.56
128                    12.00              8.37              7.44             51.21
256                    11.74              8.13              7.35             50.97
512                    12.20              8.54              7.74             52.71
1024                   12.91              8.97              8.05             50.98
2048                   13.54              9.58              8.63             54.18
4096                   16.36             11.80             10.77             57.65
8192                   21.65             15.42             14.20             56.10
16384                  32.35             20.63             19.20             38.96
32768                 107.99             62.83             59.00             23.46
65536                 141.32             80.15             75.34             18.81
131072                202.80            114.69            107.85             18.29
262144                322.96            178.87            168.42             14.44
