1643875

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.61              8.84              8.00             52.92
2                      13.62              9.79              8.86             56.75
4                      12.21              8.47              7.64             51.06
8                      11.89              8.20              7.27             49.22
16                     12.23              8.50              7.64             51.11
32                     11.82              8.06              7.27             48.22
64                     12.19              8.30              7.51             48.25
128                    12.17              8.12              7.33             44.65
256                    12.58              8.83              8.00             53.11
512                    13.01              9.28              8.43             55.75
1024                   12.92              9.11              8.26             53.89
2048                   14.45             10.30              9.42             55.94
4096                   16.77             12.02             10.95             56.69
8192                   22.35             16.11             14.84             57.95
16384                  32.19             21.28             19.76             44.76
32768                 109.26             63.12             59.19             22.04
65536                 139.18             79.33             74.56             19.74
131072                203.54            115.03            107.93             18.00
262144                329.81            187.15            176.35             19.11
