1644442

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.57              8.91              8.03             54.34
2                      13.20              9.13              8.21             50.46
4                      12.03              8.52              7.71             54.47
8                      11.84              8.24              7.40             51.27
16                     11.48              8.08              7.32             53.66
32                     11.97              8.41              7.54             52.75
64                     11.88              8.14              7.40             49.50
128                    12.05              8.36              7.53             50.94
256                    12.35              8.46              7.60             48.75
512                    12.42              8.74              7.88             53.38
1024                   13.27              9.50              8.54             55.87
2048                   13.88              9.77              8.85             53.62
4096                   16.49             11.59             10.60             53.79
8192                   21.80             15.54             14.27             56.15
16384                  32.23             21.17             19.64             43.64
32768                 112.27             65.44             61.44             23.77
65536                 139.02             80.44             75.66             22.56
131072                200.23            113.32            106.66             18.52
262144                331.64            185.25            174.54             16.13
