4106599

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.81
2                       6.59
4                       7.22
8                       6.66
16                      8.14
32                      7.41
64                      6.52
128                     7.73
256                     7.57
512                     7.87
1024                    7.88
2048                    9.68
4096                   16.95
8192                   22.01
16384                  25.00
32768                  34.57
65536                  49.00
131072                 81.71
262144                182.80
