4105535

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.98
2                       9.30
4                       7.49
8                       6.41
16                      8.04
32                      7.14
64                      9.09
128                     9.36
256                     7.93
512                     9.22
1024                    8.57
2048                   11.11
4096                   17.22
8192                   20.55
16384                  33.28
32768                  34.09
65536                  50.37
131072                 81.10
262144                187.09
