4106951

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       8.79
2                       7.94
4                       8.12
8                       6.36
16                      6.41
32                      6.30
64                      6.63
128                     8.80
256                     8.85
512                     7.83
1024                    8.94
2048                    8.55
4096                   16.18
8192                   20.44
16384                  25.79
32768                  34.80
65536                  48.03
131072                 78.72
262144                181.92
