4106484

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.63
2                       5.99
4                       5.72
8                       6.44
16                      6.81
32                      9.00
64                      7.70
128                     8.97
256                     8.71
512                     8.55
1024                    9.46
2048                   11.04
4096                   16.38
8192                   19.65
16384                  23.87
32768                  33.78
65536                  48.53
131072                 77.84
262144                183.24
