4106717

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.80
2                       5.63
4                       5.59
8                       5.67
16                      6.97
32                      6.70
64                      6.35
128                     8.31
256                     8.28
512                     9.48
1024                    7.89
2048                    9.79
4096                   16.18
8192                   18.53
16384                  23.71
32768                  32.45
65536                  46.76
131072                 77.26
262144                183.17
