4107080

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.03
2                       6.52
4                       6.23
8                       7.18
16                      7.47
32                      9.72
64                     10.98
128                     8.79
256                     7.78
512                     9.84
1024                    8.30
2048                    9.54
4096                   18.03
8192                   22.92
16384                  26.36
32768                  35.17
65536                  50.59
131072                 81.13
262144                189.63
