4107312

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.03
2                       8.17
4                       6.95
8                      10.70
16                     10.96
32                      9.72
64                      6.93
128                     9.56
256                     9.21
512                    10.17
1024                    9.02
2048                   10.96
4096                   17.94
8192                   19.94
16384                  33.31
32768                  38.82
65536                  52.38
131072                 82.17
262144                198.41
