4106131

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.86
2                       8.56
4                       6.19
8                       5.87
16                      6.66
32                      8.63
64                      9.33
128                     8.01
256                     7.78
512                     8.66
1024                    9.39
2048                   10.34
4096                   17.54
8192                   21.44
16384                  26.18
32768                  34.93
65536                  48.08
131072                 78.14
262144                179.83
