4105294

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       9.93
2                       9.14
4                       9.58
8                      12.54
16                     12.96
32                     12.50
64                     10.80
128                    14.06
256                    13.89
512                    14.81
1024                   13.23
2048                   13.42
4096                   33.46
8192                   39.11
16384                  37.63
32768                  39.30
65536                  49.93
131072                 79.45
262144                183.78
