4107546

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      12.11
2                       9.74
4                       8.93
8                       6.41
16                      9.15
32                     11.18
64                      7.66
128                    11.17
256                     9.75
512                     8.95
1024                    8.86
2048                    9.16
4096                   22.89
8192                   24.87
16384                  27.77
32768                  38.29
65536                  54.31
131072                 87.16
262144                206.64
