4107195

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.03
2                       5.99
4                       5.68
8                       5.66
16                      6.51
32                     10.95
64                      9.57
128                     9.64
256                     8.66
512                     7.59
1024                    7.70
2048                    8.75
4096                   16.24
8192                   21.93
16384                  26.59
32768                  34.06
65536                  49.59
131072                 78.87
262144                187.74
