4107666

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       9.63
2                       7.95
4                       6.77
8                       8.19
16                      6.42
32                     12.12
64                     10.40
128                    10.01
256                     8.88
512                    10.13
1024                    7.95
2048                   10.89
4096                   20.44
8192                   22.03
16384                  24.40
32768                  39.45
65536                  52.21
131072                 89.13
262144                192.87
