4104923

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      13.34
2                      12.55
4                      13.35
8                      11.79
16                     11.14
32                      9.74
64                     10.19
128                     9.66
256                     7.90
512                     9.57
1024                   13.19
2048                   11.10
4096                   31.46
8192                   37.40
16384                  42.50
32768                  44.26
65536                  55.49
131072                 88.34
262144                195.67
