4104805

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.11
2                       6.87
4                       8.01
8                       7.35
16                      8.55
32                     12.62
64                      7.89
128                     8.04
256                     7.31
512                     8.80
1024                   11.04
2048                    9.78
4096                   17.91
8192                   22.23
16384                  27.21
32768                  37.78
65536                  49.38
131072                 85.78
262144                243.48
