4105416

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.70
2                       7.22
4                       5.89
8                       6.07
16                      6.84
32                      9.74
64                      7.32
128                     8.97
256                     7.83
512                     7.91
1024                   10.58
2048                   11.26
4096                   16.57
8192                   20.92
16384                  25.90
32768                  34.83
65536                  51.30
131072                 80.33
262144                187.72
