4105888

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.94
2                       7.79
4                       6.50
8                       7.02
16                      7.92
32                      7.33
64                      7.61
128                     8.05
256                     8.93
512                     7.88
1024                    8.65
2048                    9.31
4096                   16.07
8192                   19.09
16384                  24.30
32768                  32.96
65536                  49.62
131072                 82.92
262144                188.06
