4106364

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.59
2                       5.77
4                      11.79
8                       7.73
16                      9.92
32                      6.25
64                      6.81
128                     7.40
256                     7.29
512                     8.21
1024                    9.13
2048                    9.23
4096                   15.35
8192                   21.58
16384                  27.06
32768                  33.02
65536                  47.33
131072                 81.33
262144                190.26
