4105176

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.31
2                      14.51
4                      11.31
8                       8.45
16                     10.78
32                     11.58
64                     13.62
128                    11.79
256                     9.00
512                    12.71
1024                   11.76
2048                   11.15
4096                   28.94
8192                   20.64
16384                  26.73
32768                  37.24
65536                  52.40
131072                 85.01
262144                198.94
