4106834

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.67
2                       5.64
4                       9.80
8                       7.44
16                      6.57
32                      8.31
64                      7.28
128                     7.32
256                     7.52
512                     8.23
1024                    7.49
2048                    9.34
4096                   20.13
8192                   20.35
16384                  25.10
32768                  31.99
65536                  49.94
131072                 79.49
262144                190.87
