4109844

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.27              9.91              8.45             72.15
2                      22.78              9.69              8.25              0.00
4                      11.95              9.62              8.19             71.56
8                      12.00              9.82              8.37             73.96
16                     17.06             10.89              9.30             33.62
32                     18.78             12.00             10.26             33.94
64                     19.16             15.45             13.27             72.05
128                    21.73             14.23             12.19             38.52
256                    29.54             14.78             12.66              0.00
512                    25.77             15.85             13.59             27.02
1024                   30.14             15.86             13.62              0.00
2048                   48.24             19.60             16.89              0.00
4096                   46.22             22.06             19.01              0.00
8192                   33.86             22.46             19.34             41.06
16384                  89.36             27.05             23.34              0.00
32768                  55.83             36.52             31.57             38.81
65536                  84.62             53.79             46.59             33.82
131072                142.07             88.30             76.57             29.78
262144                693.05            328.24            285.03              0.00
