4108344

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      24.87             18.33             15.75             58.46
2                      27.62              9.32              7.95              0.00
4                      15.60              9.44              8.03             23.28
8                      15.95              9.49              8.07             19.95
16                     13.68             10.74              9.17             67.94
32                     18.39             10.92              9.32             19.84
64                     48.21             22.29             19.19              0.00
128                    22.02             14.14             12.11             34.93
256                    26.16             14.69             12.61              9.05
512                    36.75             20.41             17.57              7.03
1024                   37.04             16.93             14.55              0.00
2048                   25.92             17.85             15.35             47.38
4096                   31.10             20.13             17.34             36.76
8192                   36.31             22.28             19.20             26.93
16384                 146.79             59.97             51.96              0.00
32768                  58.50             40.37             34.91             48.07
65536                  89.35             53.26             46.08             21.68
131072                143.45             91.57             79.37             34.63
262144                602.89            256.94            223.02              0.00
