4108915

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.96             12.73             10.86             24.24
2                      19.27              9.59              8.14              0.00
4                      18.61             14.46             12.35             66.37
8                      17.93             11.92             10.16             40.79
16                     25.40             22.93             19.68             87.41
32                     49.81             16.88             14.45              0.00
64                     44.18             34.86             29.96             68.89
128                    46.80             20.43             17.57              0.00
256                    53.31             18.73             16.09              0.00
512                    35.84             21.49             18.49             22.39
1024                   60.00             33.18             28.66              6.41
2048                   31.89             15.62             13.40              0.00
4096                   94.29             54.09             46.85             14.21
8192                   64.55             40.86             35.33             32.96
16384                  47.28             30.04             25.94             33.56
32768                  97.42             39.58             34.23              0.00
65536                 152.25             98.13             85.12             36.41
131072                197.61            100.48             87.16              0.00
262144                385.96            227.25            197.30             19.56
