4109501

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      15.58              9.90              8.45             32.87
2                      16.39             13.17             11.29             71.45
4                      13.40             10.40              8.88             66.18
8                      11.57              9.35              7.97             72.12
16                     19.34             12.19             10.42             31.44
32                     17.28             11.04              9.43             33.81
64                     15.02             11.86             10.15             68.81
128                    22.54             14.70             12.62             37.86
256                    40.20             19.33             16.64              0.00
512                    24.63             15.29             13.14             28.95
1024                   23.12             14.57             12.50             31.58
2048                   30.71             18.02             15.52             18.20
4096                   48.94             31.86             27.56             38.02
8192                   33.53             22.50             19.42             43.23
16384                  72.71             49.69             43.07             46.55
32768                  58.07             37.71             32.63             37.62
65536                  85.79             53.70             46.56             31.07
131072                199.23            112.02             97.30             10.37
262144                378.22            214.49            186.50             12.21
