4107874

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      22.15             12.15             10.38              3.71
2                      16.15              9.53              8.11             18.39
4                      13.14              9.53              8.11             55.46
8                      13.56             11.31              9.66             76.67
16                     29.89             25.71             22.17             81.16
32                     14.44             10.98              9.38             63.13
64                     14.22             10.95              9.36             65.05
128                    30.03             14.00             12.00              0.00
256                    30.60             16.81             14.45              4.60
512                    35.35             16.49             14.17              0.00
1024                   26.09             14.67             12.54              8.85
2048                   55.63             27.31             23.55              0.00
4096                   69.34             46.84             40.55             44.50
8192                   54.09             27.55             23.78              0.00
16384                  49.43             33.03             28.55             42.57
32768                  60.84             36.58             31.63             23.30
65536                 118.88             71.64             62.10             23.94
131072                223.06            123.64            107.27              7.32
262144                645.38            377.09            327.51             18.08
