4108800

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      33.65             24.76             21.25             58.14
2                      25.60             17.43             14.92             45.29
4                      13.44             10.63              9.04             68.86
8                      50.77             12.67             10.81              0.00
16                     24.90             11.72             10.00              0.00
32                     43.61             31.61             27.22             55.92
64                     43.55             14.67             12.55              0.00
128                    37.15             22.57             19.43             25.02
256                    29.76             18.79             16.15             32.08
512                    36.27             18.59             15.99              0.00
1024                   23.42             14.68             12.57             30.45
2048                   26.98             16.74             14.38             28.84
4096                   35.69             19.85             17.09              7.30
8192                   48.96             24.82             21.42              0.00
16384                 113.75             40.95             35.32              0.00
32768                 153.81             37.71             32.61              0.00
65536                 119.29             81.09             70.21             45.60
131072                201.63             89.04             77.23              0.00
262144                469.59            230.05            199.80              0.00
