4108569

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      33.58             12.04             10.29              0.00
2                      28.50             18.59             15.97             37.95
4                      12.64             10.26              8.73             72.71
8                      14.17             11.64              9.95             74.64
16                     13.39             10.74              9.15             71.05
32                     23.69             11.66              9.95              0.00
64                     52.22             37.93             32.71             56.30
128                    32.24             14.00             11.99              0.00
256                    61.06             30.93             26.70              0.00
512                    24.20             15.01             12.87             28.63
1024                   31.69             18.20             15.65             13.77
2048                   44.96             18.93             16.27              0.00
4096                   31.87             20.43             17.57             34.92
8192                   60.07             24.06             20.70              0.00
16384                  42.28             27.04             23.34             34.74
32768                  79.46             51.85             44.91             38.51
65536                  84.79             53.40             46.24             32.13
131072                141.75             86.67             75.16             26.71
262144                438.26            197.21            171.20              0.00
