4110392

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      19.55             12.72             10.90             37.37
2                      29.02             17.86             15.35             27.33
4                      29.25             15.95             13.69              2.81
8                      25.82             10.94              9.35              0.00
16                     40.15             25.77             22.26             35.40
32                     17.95             12.18             10.43             44.69
64                     29.82             16.74             14.33              8.75
128                    24.52             15.26             13.11             29.44
256                    44.75             19.91             17.14              0.00
512                    38.14             16.07             13.81              0.00
1024                   34.08             18.50             15.89              1.95
2048                   28.76             17.61             15.15             26.46
4096                   38.37             25.74             22.22             43.17
8192                   39.84             23.31             20.11             17.77
16384                  72.14             48.92             42.38             45.20
32768                  59.38             36.33             31.43             26.66
65536                  85.82             54.48             47.21             33.61
131072                209.29            105.80             91.86              0.00
262144                385.92            205.74            178.70              0.00
