4109955

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.36              9.68              8.25             55.37
2                      23.29             11.44              9.78              0.00
4                      12.26              9.67              8.24             68.51
8                      26.89             20.68             17.80             65.08
16                     30.11             19.91             17.15             40.56
32                     14.97             11.13              9.51             59.56
64                     13.64             10.99              9.39             71.77
128                    32.75             20.72             17.87             32.71
256                    21.93             14.27             12.25             37.44
512                    22.40             14.58             12.50             37.43
1024                   25.83             14.62             12.54             10.62
2048                   24.58             15.54             13.35             32.26
4096                   44.54             23.11             19.94              0.00
8192                   44.26             24.86             21.46              9.61
16384                  59.24             34.85             30.15             19.09
32768                  73.60             38.67             33.49              0.00
65536                  96.14             58.21             50.47             24.83
131072                254.31            130.90            113.81              0.00
262144                418.62            201.08            174.76              0.00
