4108115

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      44.77             32.76             28.19             57.42
2                      12.56             10.38              8.82             75.31
4                      40.42             28.79             24.79             53.09
8                      21.48             18.94             16.26             84.38
16                     34.88             25.67             22.09             58.33
32                     20.26             12.32             10.53             24.59
64                     16.37             11.67              9.97             52.80
128                    23.36             14.01             12.00             21.99
256                    22.94             14.30             12.26             29.46
512                    27.65             17.10             14.69             28.18
1024                   22.76             14.55             12.49             34.28
2048                   31.40             17.47             15.03              7.37
4096                   30.04             18.74             16.11             29.85
8192                   35.31             23.49             20.24             41.64
16384                  65.66             32.54             28.19              0.00
32768                  77.60             46.64             40.38             23.33
65536                 107.96             61.05             52.94             11.38
131072                343.96            175.44            152.30              0.00
262144                456.41            265.79            230.95             17.46
