4110621

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      19.11             14.35             12.32             61.33
2                      14.35             10.99              9.38             64.15
4                      25.96             13.09             11.21              0.00
8                      47.87             25.71             22.17              0.08
16                     41.09             35.84             30.93             83.02
32                     34.10             16.40             14.10              0.00
64                     36.17             12.48             10.69              0.00
128                    23.58             15.47             13.29             38.97
256                    29.53             17.95             15.44             24.93
512                    29.34             17.19             14.77             17.70
1024                   26.72             15.91             13.65             20.78
2048                   28.64             18.38             15.82             35.13
4096                   43.53             20.23             17.42              0.00
8192                   58.09             34.94             30.23             23.42
16384                  73.89             30.38             26.24              0.00
32768                  62.54             40.80             35.27             38.35
65536                 114.33             59.98             51.97              0.00
131072                170.89            112.83             97.90             40.69
262144                384.85            201.50            174.94              0.00
