4109725

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      14.20             11.43              9.78             71.69
2                      13.93             10.41              8.88             60.39
4                      36.07             26.15             22.57             56.02
8                      12.95             10.12              8.62             67.21
16                     23.12             13.92             11.94             22.98
32                     13.78             11.16              9.55             72.58
64                     23.77             11.98             10.25              0.00
128                    45.66             24.22             20.91              0.00
256                    23.16             14.31             12.28             27.93
512                    23.58             14.24             12.23             23.61
1024                   30.66             15.57             13.17              0.00
2048                   31.01             18.32             15.77             19.48
4096                   29.76             18.87             16.25             33.00
8192                   46.94             27.04             23.34             14.74
16384                  58.60             32.51             28.13              7.26
32768                  66.01             43.27             37.47             39.31
65536                  85.53             54.41             47.16             34.02
131072                142.24             88.34             76.71             29.73
262144                419.52            226.91            197.18              2.31
