4110511

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      16.53              9.99              8.53             23.37
2                      20.17             13.77             11.79             45.77
4                      12.05              9.51              8.10             68.74
8                      11.83              9.50              8.10             71.16
16                     14.15             11.02              9.42             66.87
32                     20.63             11.03              9.42              0.00
64                     17.18             13.99             12.01             73.49
128                    21.71             14.24             12.21             38.79
256                    31.11             17.09             14.69              4.49
512                    21.71             14.25             12.22             38.91
1024                   27.76             17.16             14.76             28.15
2048                   24.67             15.54             13.34             31.50
4096                   34.02             19.54             16.82             13.89
8192                   36.80             24.26             20.93             40.08
16384                  42.89             28.55             24.56             41.60
32768                  56.68             36.18             31.30             34.50
65536                  84.98             53.32             46.18             31.44
131072                164.68             98.25             85.25             22.08
262144                384.67            205.00            178.03              0.00
