4109616

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      16.04             12.03             10.26             60.91
2                      21.88             17.53             15.07             71.13
4                      17.63             12.11             10.37             46.81
8                      12.03              9.50              8.10             68.78
16                     15.34             11.97             10.25             67.13
32                     16.56             13.73             11.78             75.95
64                     25.62             12.57             10.77              0.00
128                    48.34             23.49             20.26              0.00
256                    22.55             14.59             12.53             36.49
512                    23.82             14.94             12.83             30.76
1024                   30.90             19.19             16.50             29.09
2048                   39.98             18.61             16.00              0.00
4096                   36.89             19.34             16.68              0.00
8192                   50.70             25.80             22.27              0.00
16384                  99.27             43.56             37.74              0.00
32768                 102.28             56.55             49.04              6.75
65536                  98.95             66.32             57.55             43.30
131072                143.68             87.23             75.71             25.43
262144                417.82            203.11            176.48              0.00
