4107987

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.71              9.59              8.15             61.76
2                      16.82             14.69             12.57             83.02
4                      20.23             10.66              9.07              0.00
8                      23.62             10.30              8.76              0.00
16                     21.52             14.99             12.84             49.13
32                     25.02             13.11             11.23              0.00
64                     35.86             16.85             14.46              0.00
128                    48.47             23.10             19.86              0.00
256                    47.92             22.75             19.60              0.00
512                    60.29             38.21             33.02             33.11
1024                   51.87             27.47             23.66              0.00
2048                   26.62             17.63             15.15             40.65
4096                   44.12             20.13             17.32              0.00
8192                   64.36             32.09             27.63              0.00
16384                  42.80             28.91             24.95             44.34
32768                  58.82             38.11             32.96             37.16
65536                 101.58             54.87             47.50              1.66
131072                141.30             87.60             75.95             29.30
262144                389.86            198.09            171.89              0.00
