4110166

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      39.82             19.84             17.07              0.00
2                      14.70             11.75             10.05             70.68
4                      14.85             12.01             10.29             72.38
8                      16.18             13.78             11.82             79.72
16                     26.44             15.37             13.21             16.19
32                     18.61             11.83             10.13             33.02
64                     29.93             12.17             10.41              0.00
128                    46.17             26.39             22.78             13.15
256                    31.87             14.10             12.10              0.00
512                    32.17             19.66             16.93             26.06
1024                   25.05             14.68             12.60             17.77
2048                   30.82             15.90             13.66              0.00
4096                   34.71             18.61             16.01              0.00
8192                   39.59             24.53             21.16             28.84
16384                 103.77             27.26             23.54              0.00
32768                  56.46             36.37             31.45             36.13
65536                  87.00             55.05             47.70             33.02
131072                139.24             85.14             73.82             26.73
262144                387.60            210.61            182.94              3.25
