4108688

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      29.45             20.50             17.63             49.23
2                      16.18              9.44              8.03             16.11
4                      47.43             40.61             35.08             80.56
8                      44.85             22.85             19.67              0.00
16                     31.28             12.34             10.55              0.00
32                     56.73             41.77             36.09             58.55
64                     37.09             25.51             22.00             47.37
128                    57.73             28.41             24.51              0.00
256                    38.50             21.21             18.11              4.52
512                    32.54             18.45             15.87             11.21
1024                   38.34             19.96             17.19              0.00
2048                   63.33             24.50             21.16              0.00
4096                   49.49             23.68             20.42              0.00
8192                   49.78             25.40             21.92              0.00
16384                  48.01             28.72             24.80             22.21
32768                  75.04             42.87             37.10             13.29
65536                 106.92             56.29             47.86              0.00
131072                231.74            127.93            111.04              6.51
262144                562.07            292.31            254.01              0.00
