4109159

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      27.75             17.73             15.23             34.21
2                      26.90             17.04             14.65             32.72
4                      18.60             16.06             13.81             81.64
8                      17.77             12.69             10.88             53.32
16                     30.19             26.57             22.95             84.22
32                     19.00             11.42              9.76             22.28
64                     23.67             10.89              9.30              0.00
128                    28.89             16.74             14.38             15.52
256                    23.90             14.88             12.77             29.41
512                    48.93             14.92             12.81              0.00
1024                   25.34             16.68             14.34             39.62
2048                   31.21             15.30             13.14              0.00
4096                   39.20             20.48             17.64              0.00
8192                   39.38             21.11             18.20              0.00
16384                  43.36             26.96             23.28             29.58
32768                  79.94             52.33             45.34             39.10
65536                 160.21             56.59             49.07              0.00
131072                166.58            107.04             92.94             35.94
262144                372.84            197.54            171.63              0.00
