4157755

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.70              1.61              1.24             12.41
2                       2.70              1.61              1.23             11.23
4                       2.70              1.61              1.25             13.04
8                       2.70              1.61              1.23             11.47
16                      2.70              1.61              1.24             12.24
32                      3.09              1.92              1.38             15.37
64                      3.09              1.92              1.39             15.35
128                     3.11              1.92              1.42             16.10
256                     3.14              1.92              1.48             18.11
512                     3.28              2.05              1.57             22.16
1024                    3.54              2.24              1.74             25.70
2048                    4.19              2.71              2.15             31.00
4096                    5.09              3.33              2.77             36.71
8192                    8.00              5.36              4.57             42.17
16384                  13.73              8.62              7.76             34.10
32768                  49.02             20.97             19.44              0.00
65536                  70.38             29.94             27.91              0.00
131072                112.49             48.67             45.55              0.00
262144                189.63             86.94             81.58              0.00
