4162556

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.71              1.64              1.23             12.99
2                       2.69              1.61              1.23             12.20
4                       2.69              1.61              1.23             11.79
8                       2.69              1.61              1.23             12.34
16                      2.70              1.61              1.23             11.91
32                      3.05              1.92              1.35             16.07
64                      3.06              1.92              1.36             16.26
128                     3.07              1.92              1.40             17.20
256                     3.09              1.92              1.45             18.92
512                     3.14              1.92              1.54             20.37
1024                    3.52              2.25              1.72             25.93
2048                    4.02              2.57              2.12             31.34
4096                    5.04              3.28              2.76             36.27
8192                    7.89              5.27              4.58             42.65
16384                  13.66              8.63              7.73             34.90
32768                  49.28             20.98             19.43              0.00
65536                  71.22             30.47             28.36              0.00
131072                113.00             49.05             45.82              0.00
262144                189.57             87.48             82.13              0.00
