4165005

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.70              1.64              1.16              9.35
2                       2.68              1.62              1.18              9.50
4                       2.67              1.61              1.16              8.56
8                       2.67              1.61              1.16              8.78
16                      2.68              1.62              1.18              9.73
32                      3.05              1.92              1.32             14.21
64                      3.03              1.89              1.30             12.58
128                     3.07              1.92              1.33             13.14
256                     3.09              1.92              1.40             16.61
512                     3.13              1.92              1.48             17.59
1024                    3.49              2.22              1.67             24.05
2048                    3.97              2.53              2.07             30.52
4096                    5.02              3.30              2.70             36.39
8192                    7.84              5.26              4.51             42.91
16384                  13.58              8.48              7.74             34.08
32768                  49.16             20.83             19.42              0.00
65536                  70.65             30.05             27.99              0.00
131072                112.96             48.47             45.38              0.00
262144                189.22             86.51             81.18              0.00
