4159050

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.69              1.64              1.19             11.55
2                       2.68              1.63              1.16              9.10
4                       2.68              1.62              1.16              9.19
8                       2.68              1.63              1.17              9.40
16                      2.68              1.63              1.17              9.78
32                      2.91              1.77              1.33             14.50
64                      2.92              1.78              1.33             14.41
128                     3.08              1.94              1.36             16.02
256                     3.12              1.94              1.42             16.67
512                     3.16              1.93              1.52             19.02
1024                    3.51              2.25              1.71             25.86
2048                    4.00              2.56              2.10             31.20
4096                    5.08              3.35              2.75             36.95
8192                    7.90              5.29              4.56             42.86
16384                  13.80              8.76              7.82             35.56
32768                  49.04             20.98             19.46              0.00
65536                  71.59             30.55             28.41              0.00
131072                113.41             48.62             45.45              0.00
262144                189.45             86.69             81.40              0.00
