4160120

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.69              1.65              1.19             12.03
2                       2.67              1.61              1.17             10.41
4                       2.67              1.62              1.17             10.31
8                       2.67              1.62              1.17             10.04
16                      2.69              1.63              1.18             10.66
32                      3.03              1.92              1.32             15.89
64                      3.04              1.92              1.33             15.67
128                     3.05              1.93              1.36             16.73
256                     3.08              1.93              1.41             18.07
512                     3.13              1.92              1.51             19.86
1024                    3.50              2.25              1.69             25.86
2048                    4.06              2.63              2.07             31.13
4096                    5.01              3.28              2.75             37.15
8192                    7.85              5.27              4.52             42.86
16384                  13.69              8.71              7.84             36.55
32768                  49.20             20.86             19.23              0.00
65536                  70.89             30.00             27.89              0.00
131072                111.81             48.75             45.65              0.00
262144                188.92             86.79             81.51              0.00
