4161918

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.69              1.65              1.19             12.24
2                       2.68              1.61              1.18             10.20
4                       2.67              1.61              1.19             10.53
8                       2.67              1.61              1.18             10.30
16                      2.67              1.61              1.19             10.85
32                      2.99              1.85              1.34             14.89
64                      3.07              1.93              1.35             15.05
128                     3.11              1.93              1.37             14.10
256                     3.11              1.93              1.43             17.89
512                     3.18              1.95              1.52             19.13
1024                    3.54              2.27              1.71             25.31
2048                    4.20              2.74              2.09             30.15
4096                    5.10              3.37              2.74             36.81
8192                    7.86              5.26              4.51             42.50
16384                  13.41              8.42              7.65             34.73
32768                  48.98             20.84             19.16              0.00
65536                  70.44             29.82             27.72              0.00
131072                112.59             48.81             45.68              0.00
262144                188.73             86.59             81.16              0.00
