4165383

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.59              1.55              1.14              8.23
2                       2.52              1.47              1.13              7.07
4                       2.58              1.54              1.13              7.66
8                       2.50              1.45              1.13              6.76
16                      2.63              1.58              1.14              7.40
32                      2.73              1.61              1.29             12.64
64                      2.74              1.61              1.29             12.53
128                     2.90              1.75              1.31             12.26
256                     3.10              1.93              1.39             15.68
512                     3.14              1.93              1.47             17.02
1024                    3.49              2.23              1.65             23.65
2048                    3.97              2.53              2.04             29.69
4096                    5.03              3.31              2.68             35.89
8192                    7.74              5.16              4.45             42.00
16384                  13.57              8.56              7.59             33.98
32768                  49.23             20.89             19.22              0.00
65536                  70.72             30.06             28.01              0.00
131072                112.15             48.58             45.55              0.00
262144                188.40             86.93             81.58              0.00
